0	6882	7
0	124	2
1	3717	3
1	10866	4
2	1620	3
2	11948	4
3	2251	5
3	4946	2
3	10453	4
4	13910	3
4	1647	5
5	12166	2
5	3842	3
6	56	4
6	9951	5
6	8644	4
6	5012	3
6	10447	5
6	6752	4
6	14135	5
6	13064	4
6	15736	4
6	11416	5
6	15173	3
6	1744	4
6	1185	3
6	11725	5
6	4042	4
6	5645	4
6	7320	4
6	566	3
6	2248	4
6	3548	4
6	492	4
6	1259	5
6	10554	3
6	9321	5
6	2117	5
6	1899	4
6	1659	5
6	5892	4
6	10523	4
6	13369	4
6	10915	5
6	7477	5
6	14803	4
6	6137	4
7	11383	4
7	7861	10
7	14276	3
7	4986	8
7	2517	4
7	15183	4
7	1214	2
7	1683	4
7	7857	5
7	2187	4
7	7979	5
7	11649	2
7	13202	4
7	6288	4
8	21	5
8	9434	4
8	10045	4
9	4828	2
9	14388	5
10	10283	5
10	10186	7
11	15341	5
11	10956	4
12	8165	3
12	1491	3
13	3991	3
13	13378	4
13	13620	3
13	10103	4
14	15672	4
15	15472	4
15	9072	1
15	652	4
16	12565	5
16	10965	5
17	8253	3
17	9698	5
18	15016	13
18	568	5
18	9088	5
18	13722	5
18	5947	2
18	11021	3
18	1343	4
19	12754	3
19	7120	10
19	2704	5
19	1463	3
20	14221	6
20	7450	9
21	1488	2
22	7333	5
22	3277	5
23	9129	5
23	14400	5
23	8078	2
23	9891	4
23	2058	4
23	6292	5
23	5873	5
23	15651	10
23	14972	2
23	14043	4
23	15625	5
23	2647	4
23	8242	5
24	8436	5
24	7230	3
25	11736	2
25	10178	4
25	6016	5
25	2584	1
25	10023	2
25	9998	4
25	14481	3
25	6317	2
25	12142	3
25	6731	1
25	848	4
26	9441	4
26	12457	3
27	9690	4
28	9189	3
28	5985	3
29	5215	3
29	9846	4
30	15672	2
30	2837	3
30	4143	4
30	1635	5
31	5972	5
31	12789	5
32	12245	3
32	14340	5
32	33	4
32	3789	5
33	14199	4
34	8912	4
34	2255	4
34	14466	5
34	6962	2
34	8538	4
34	13475	4
34	904	5
35	13057	2
36	10208	5
36	6322	5
37	974	5
37	15324	3
38	1409	4
38	5081	5
39	6138	3
39	8146	3
39	3346	2
40	12838	4
40	5927	3
41	10237	5
41	9130	10
41	15233	4
41	10696	5
41	3882	4
42	10920	4
42	6342	3
43	12779	2
43	15341	4
44	13841	2
44	3067	5
44	15231	5
44	873	4
44	5779	5
44	15134	4
44	13593	5
44	1312	5
44	15341	3
44	13434	5
44	5326	4
